"","rok","sport","disciplina","medaile","stat","jmena","vysledek"
"1065","1992","Alpine Skiing","Slalom","bronz","AUT","Michael TRITSCHER","01:44.85 ."
"1066","1992","Alpine Skiing","Slalom","zlato","AUT","Petra KRONBERGER","01:32.68 ."
"1067","1992","Alpine Skiing","Slalom","stříbro","NZL","Annelise COBERGER","01:33.10 ."
"1068","1992","Alpine Skiing","Slalom","bronz","ESP","Blanca FERNANDEZ OCHOA","01:33.35 ."
"1069","1992","Alpine Skiing","Giant Slalom","zlato","ITA","Alberto TOMBA","2:06.98"
"1070","1992","Alpine Skiing","Giant Slalom","stříbro","LUX","Marc GIRARDELLI","2:07.30"
"1071","1992","Alpine Skiing","Giant Slalom","bronz","NOR","Kjetil Andre AAMODT","2:07.82"
"1072","1992","Alpine Skiing","Giant Slalom","zlato","SWE","Pernilla WIBERG","2:12.74"
"1073","1992","Alpine Skiing","Giant Slalom","stříbro","USA","Diann ROFFE
Anita WACHTER","2:13.71"
"1074","1992","Alpine Skiing","Giant Slalom","bronz","","",""
"1075","1992","Alpine Skiing","Super-G","zlato","NOR","Kjetil Andre AAMODT","1:13.04"
"1076","1992","Alpine Skiing","Super-G","stříbro","LUX","Marc GIRARDELLI","1:13.77"
"1077","1992","Alpine Skiing","Super-G","bronz","NOR","Jan Einar THORSEN","1:13.83"
"1078","1992","Alpine Skiing","Super-G","zlato","ITA","Deborah COMPAGNONI","1:21.22"
"1079","1992","Alpine Skiing","Super-G","stříbro","FRA","Carole MERLE","1:22.63"
"1080","1992","Alpine Skiing","Super-G","bronz","GER","Katja SEIZINGER","1:23.19"
"1081","1992","Bobsleigh","Two-man","zlato","SUI","Donat ACKLIN
Gustav WEDER","4:03.26"
"1082","1992","Bobsleigh","Two-man","stříbro","GER","Markus ZIMMERMANN
Rudolf LOCHNER","4:03.55"
"1083","1992","Bobsleigh","Two-man","bronz","GER","Christoph LANGEN
Günther EGER","4:03.63"
"1084","1992","Bobsleigh","Four-man","zlato","AUT","Gerhard HAIDACHER
Harald WINKLER
Thomas SCHROLL
Ingo APPELT","3:53.90"
"1085","1992","Bobsleigh","Four-man","stříbro","GER","Rene HANNEMANN
Axel KÜHN
Bogdan MUSIOL
Wolfgang HOPPE","3:53.92"
"1086","1992","Bobsleigh","Four-man","bronz","SUI","Curdin MORELL
Gustav WEDER
Donat ACKLIN
Lorenz SCHINDELHOLZ","3:54.13"
"1087","1992","Biathlon","7.5km","zlato","EUN","Anfisa REZTSOVA","0:24:29.2 ( 3)"
"1088","1992","Biathlon","7.5km","stříbro","GER","Antje HARVEY","0:24:45.1 ( 2)"
"1089","1992","Biathlon","7.5km","bronz","EUN","Yelena BELOVA","0:24:50.8 ( 2)"
"1090","1992","Biathlon","10km","zlato","GER","Mark KIRCHNER","0:26:02.3 ( 0)"
"1091","1992","Biathlon","10km","stříbro","GER","Ricco GROSS","0:26:18.0 ( 1)"
"1092","1992","Biathlon","10km","bronz","FIN","Harri ELORANTA","0:26:26.6 ( 0)"
"1093","1992","Biathlon","15km","zlato","GER","Antje HARVEY","0:51:47.2 ( 1)"
"1094","1992","Biathlon","15km","stříbro","EUN","Svetlana PECHERSKAYA","0:51:58.5 ( 1)"
"1095","1992","Biathlon","15km","bronz","CAN","Myriam BEDARD","0:52:15.0 ( 2)"
"1096","1992","Biathlon","20km","zlato","EUN","Yevgeny REDKIN","0:57:34.4 ( 0)"
"1097","1992","Biathlon","20km","stříbro","GER","Mark KIRCHNER","0:57:40.8 ( 3)"
"1098","1992","Biathlon","20km","bronz","SWE","Mikael LÖFGREN","0:57:59.4 ( 2)"
"1099","1992","Biathlon","3x7.5km Relay","zlato","FRA","Anne BRIAND BOUTHIAUX
Corinne NIOGRET
Véronique CLAUDEL","1:15:55.6 (0)"
"1100","1992","Biathlon","3x7.5km Relay","stříbro","GER","Petra SCHAAF
Uschi DISL
Antje HARVEY","1:16:18.4 (1)"
"1101","1992","Biathlon","3x7.5km Relay","bronz","EUN","Elena MELNIKOVA
Yelena BELOVA
Anfisa REZTSOVA","1:16:54.6 (2)"
"1102","1992","Biathlon","4x7.5km Relay","zlato","GER","Fritz FISCHER
Mark KIRCHNER
Jens STEINIGEN
Ricco GROSS","1:24:43.5"
"1103","1992","Biathlon","4x7.5km Relay","stříbro","EUN","Valeri KIRIENKO
Sergei TCHEPIKOV
Aleksandr POPOV
Valery MEDVEDTSEV","1:25:06.3 (0)"
"1104","1992","Biathlon","4x7.5km Relay","bronz","SWE","Leif ANDERSSON
Tord WIKSTEN
Mikael LÖFGREN
Ulf JOHANSSON","1:25:38.2"
"1105","1992","Cross Country Skiing","5km","zlato","FIN","Marjut ROLIG","14:13.8"
"1106","1992","Cross Country Skiing","5km","stříbro","EUN","Ljubov EGOROVA","14:14.7"
"1107","1992","Cross Country Skiing","5km","bronz","EUN","Elena VAELBE","14:22.7"
"1108","1992","Cross Country Skiing","30km","zlato","ITA","Stefania BELMONDO","1:22:30.1"
"1109","1992","Cross Country Skiing","30km","stříbro","EUN","Ljubov EGOROVA","1:22:52.0"
"1110","1992","Cross Country Skiing","30km","bronz","EUN","Elena VAELBE","1:24:13.9"
"1111","1992","Cross Country Skiing","50km","zlato","NOR","Björn DAEHLIE","2:03:41.5"
"1112","1992","Cross Country Skiing","50km","stříbro","ITA","Maurilio DE ZOLT","2:04:39.1"
"1113","1992","Cross Country Skiing","50km","bronz","ITA","Giorgio VANZETTA","2:06:42.1"
"1114","1992","Cross Country Skiing","4x5km Relay","zlato","EUN","Ljubov EGOROVA
Larissa LAZUTINA
Raisa SMETANINA
Elena VAELBE","0:59:34.8"
"1115","1992","Cross Country Skiing","4x5km Relay","stříbro","NOR","Elin NILSEN
Solveig PEDERSEN
Inger Helene NYBRAATEN
Trude DYBENDAHL HARTZ","0:59:56.4"
"1116","1992","Cross Country Skiing","4x5km Relay","bronz","ITA","Stefania BELMONDO
Gabriella PARUZZI
Bice VANZETTA
Manuela DI CENTA","1:00:25.9"
"1117","1992","Cross Country Skiing","4x10km Relay","zlato","NOR","Vegard ULVANG
Björn DAEHLIE
Terje LANGLI
Kristen SKJELDAL","1:39:26.0"
"1118","1992","Cross Country Skiing","4x10km Relay","stříbro","ITA","Giuseppe PULIE
Marco ALBARELLO
Silvio FAUNER
Giorgio VANZETTA","1:40:52.7"
"1119","1992","Cross Country Skiing","4x10km Relay","bronz","FIN","Jari ISOMETSA
Jari RÄSÄNEN
Harri KIRVESNIEMI
Mika KUUSISTO","1:41:22.9"
"1120","1992","Cross Country Skiing","10km Pursuit","zlato","NOR","Vegard ULVANG","0:27:36.0"
"1121","1992","Cross Country Skiing","10km Pursuit","stříbro","ITA","Marco ALBARELLO","0:27:55.2"
"1122","1992","Cross Country Skiing","10km Pursuit","bronz","SWE","Christer MAJBÄCK","0:27:56.4"
"1123","1992","Cross Country Skiing","Combined 5km + 10km Pursuit","zlato","EUN","Ljubov EGOROVA","25:53.7"
"1124","1992","Cross Country Skiing","Combined 5km + 10km Pursuit","stříbro","ITA","Stefania BELMONDO","26:17.8"
"1125","1992","Cross Country Skiing","Combined 5km + 10km Pursuit","bronz","EUN","Elena VAELBE","26:37.7"
"1126","1992","Cross Country Skiing","Combined 10km + 15km Pursuit","zlato","NOR","Björn DAEHLIE","0:38:01.9"
"1127","1992","Cross Country Skiing","Combined 10km + 15km Pursuit","stříbro","NOR","Vegard ULVANG","0:38:55.3"
"1128","1992","Cross Country Skiing","Combined 10km + 15km Pursuit","bronz","ITA","Giorgio VANZETTA","0:38:56.2"
"1129","1992","Cross Country Skiing","15km Mass Start","zlato","EUN","Ljubov EGOROVA","0:42:20.8"
"1130","1992","Cross Country Skiing","15km Mass Start","stříbro","FIN","Marjut ROLIG","0:43:29.9"
"1131","1992","Cross Country Skiing","15km Mass Start","bronz","EUN","Elena VAELBE","0:43:42.3"
"1132","1992","Cross Country Skiing","30km Mass Start","zlato","NOR","Vegard ULVANG","1:22:27.8"
"1133","1992","Cross Country Skiing","30km Mass Start","stříbro","NOR","Björn DAEHLIE","1:23:14.0"
"1134","1992","Cross Country Skiing","30km Mass Start","bronz","NOR","Terje LANGLI","1:23:42.5"
"1135","1992","Freestyle Skiing","Moguls","zlato","FRA","Edgar GROSPIRON","25.81"
"1136","1992","Freestyle Skiing","Moguls","stříbro","FRA","Olivier ALLAMAND","24.87"
"1137","1992","Freestyle Skiing","Moguls","bronz","USA","Nelson CARMICHAEL","24.82"
"1138","1992","Freestyle Skiing","Moguls","zlato","USA","Donna WEINBRECHT","23.69"
"1139","1992","Freestyle Skiing","Moguls","stříbro","EUN","Yelizaveta KOZHEVNIKOVA","23.50"
"1140","1992","Freestyle Skiing","Moguls","bronz","NOR","Stine Lise HATTESTAD","23.04"
"1141","1992","Figure Skating","Individual","zlato","EUN","Viktor PETRENKO","0001.5"
"1142","1992","Figure Skating","Individual","stříbro","USA","Paul WYLIE","0003.5"
"1143","1992","Figure Skating","Individual","bronz","TCH","Petr BARNA","0004.0"
"1144","1992","Figure Skating","Individual","zlato","USA","Kristi YAMAGUCHI","0001.5"
"1145","1992","Figure Skating","Individual","stříbro","JPN","Midori ITO","0004.0"
"1146","1992","Figure Skating","Individual","bronz","USA","Nancy KERRIGAN","0004.0"
"1147","1992","Figure Skating","Pairs","zlato","EUN","Natalya MISHKUTYONOK
Artur DMITRIYEV","0001.5"
"1148","1992","Figure Skating","Pairs","stříbro","EUN","Denis PETROV
Yelena BECHKE","0003.0"
"1149","1992","Figure Skating","Pairs","bronz","CAN","Lloyd EISLER
Isabelle BRASSEUR","0004.5"
"1150","1992","Figure Skating","Ice Dancing","zlato","EUN","Marina KLIMOVA
Sergey PONOMARENKO","0002.0"
"1151","1992","Figure Skating","Ice Dancing","stříbro","FRA","Isabelle DUCHESNAY-DEAN
Paul DUCHESNAY","0004.4"
"1152","1992","Figure Skating","Ice Dancing","bronz","EUN","Aleksandr ZHULIN
Maya USOVA","0005.6"
"1153","1992","Ice Hockey","Ice Hockey","zlato","EUN","Alexei KOVALEV
Sergei ZUBOV
Igor KRAVCHUK
Nikolai KHABIBULIN
Sergei BAOUTINE
Dmitri MIRONOV
Viacheslav BYKOV
Evgeni DAVIDOV
Andrei TREFILOV
Darius KASPARAITIS
Aleksei JITNIK
Andrei KOVALENKO
Nicolai BORSTCHEVSKI
Vladimir MALAKOV
Dmitri YUCHKEVICH
Viacheslav BUTSAIEV
Sergei PETRENKO
Andrei KOMUTOV
Igor BOLDINE
Yuri KMILEV
Alexey ZHAMNOV
Mikhail SHTALENKOV
Vitali PROKOROV",""
"1154","1992","Ice Hockey","Ice Hockey","stříbro","CAN","Sam ST.LAURENT
Wallace SCHREIBER
Joe JUNEAU
Sean BURKE
Todd BROST
Brian TUTT
Jason WOOLLEY
David TIPPETT
Bradley SCHLEGEL
Dan RATUSHNY
Kent MANDERVILLE
Gordon HYNES
David ARCHIBALD
Fabian JOSEPH
Chris LINDBERG
Kevin DAHL
Randy SMITH
Adrian PLAVSIC
Patrick LEBEAU
Trevor KIDD
Eric LINDROS
David HANNAN
Curtis GILES",""
"1155","1992","Ice Hockey","Ice Hockey","bronz","TCH","Miloslav HORAVA
Petr ROSOL
Otakar JANECKY
Bedrich SCERBAN
Thomas JELINEK
Petr HRBEK
Robert SVEHLA
Leo GUDAS
Oldrich SVOBODA
Kamil KASTAK
Ladislav LUBINA
Igor LIBA
Patrick AUGUSTA
Drahomir KADLEC
Jaromir DRAGAN
Richard ZEMLICKA
Richard SMEHLIK
Jiri SLEGR
Frantisek PROCHAZKA
Radek TOUPAL
Robert LANG
Petr BRIZA
Peter VESELOVSKY",""
"1156","1992","Luge","Singles","zlato","GER","Georg HACKL","3:02.363"
"1157","1992","Luge","Singles","stříbro","AUT","Markus PROCK","3:02.669"
"1158","1992","Luge","Singles","bronz","AUT","Markus SCHMIDT","3:02.942"
"1159","1992","Luge","Singles","zlato","AUT","Doris NEUNER","3:06.696"
"1160","1992","Luge","Singles","stříbro","AUT","Angelika NEUNER","3:06.769"
"1161","1992","Luge","Singles","bronz","GER","Susi-Lisa ERDMANN","3:07.115"
"1162","1992","Luge","Doubles","zlato","GER","Stefan KRAUSSE
Jan BEHRENDT","1:32.053"
"1163","1992","Luge","Doubles","stříbro","GER","Thomas RUDOLPH
Yves MANKEL","1:32.239"
"1164","1992","Luge","Doubles","bronz","ITA","Hansjörg RAFFL
Norbert HUBER","1:32.298"
"1165","1992","Nordic Combined","Individual","zlato","FRA","Fabrice GUY","( 0.0 )"
"1166","1992","Nordic Combined","Individual","stříbro","FRA","Sylvain GUILLAUME","( 48.4 )"
"1167","1992","Nordic Combined","Individual","bronz","AUT","Klaus SULZENBACHER","( 1:06.3 )"
"1168","1992","Nordic Combined","Team","zlato","JPN","Reiichi MIKATA
Takanori KONO
Kenji OGIWARA","( 0.0 )"
"1169","1992","Nordic Combined","Team","stříbro","NOR","Knut APELAND
Fred Boerre LUNDBERG
Trond Einar ELDEN","( 1:26.4 )"
"1170","1992","Nordic Combined","Team","bronz","AUT","Klaus OFNER
Stefan KREINER
Klaus SULZENBACHER","( 1:40.1 )"
"1171","1992","Ski Jumping","K90 Individual (70m)","zlato","AUT","Ernst VETTORI","222.8"
"1172","1992","Ski Jumping","K90 Individual (70m)","stříbro","AUT","Martin HOELLWARTH","218.1"
"1173","1992","Ski Jumping","K90 Individual (70m)","bronz","FIN","Toni NIEMINEN","217.0"
"1174","1992","Ski Jumping","K120 Individual (90m)","zlato","FIN","Toni NIEMINEN","239.5"
"1175","1992","Ski Jumping","K120 Individual (90m)","stříbro","AUT","Martin HOELLWARTH","227.3"
"1176","1992","Ski Jumping","K120 Individual (90m)","bronz","AUT","Heinz KUTTIN","214.8"
"1177","1992","Ski Jumping","K120 Team (90m)","zlato","FIN","Mika LAITINEN
Toni NIEMINEN
Ari-Pekka NIKKOLA
Risto LAAKKONEN","644.4"
"1178","1992","Ski Jumping","K120 Team (90m)","stříbro","AUT","Ernst VETTORI
Andreas FELDER
Heinz KUTTIN
Martin HOELLWARTH","642.9"
"1179","1992","Ski Jumping","K120 Team (90m)","bronz","TCH","Jaroslav SAKALA
Frantisek JEZ
Tomas GODER
Jiri PARMA","620.1"
"1180","1992","Speed Skating","500m","zlato","GER","Uwe-Jens MEY","0:37.14"
"1181","1992","Speed Skating","500m","stříbro","JPN","Toshiyuki KUROIWA","0:37.18"
"1182","1992","Speed Skating","500m","bronz","JPN","Junichi INOUE","0:37.26"
"1183","1992","Speed Skating","500m","zlato","USA","Bonnie BLAIR","0:40.33"
"1184","1992","Speed Skating","500m","stříbro","CHN","Qiaobo YE","0:40.51"
"1185","1992","Speed Skating","500m","bronz","GER","Christa LUDING","0:40.57"
"1186","1992","Speed Skating","1000m","zlato","GER","Olaf ZINKE","1:14.85"
"1187","1992","Speed Skating","1000m","stříbro","KOR","Yoon-Man KIM","1:14.86"
"1188","1992","Speed Skating","1000m","bronz","JPN","Yukinori MIYABE","1:14.92"
"1189","1992","Speed Skating","1000m","zlato","USA","Bonnie BLAIR","1:21.90"
"1190","1992","Speed Skating","1000m","stříbro","CHN","Qiaobo YE","1:21.92"
"1191","1992","Speed Skating","1000m","bronz","GER","Monique GARBRECHT-ENFELDT","1:22.10"
"1192","1992","Speed Skating","1500m","zlato","NOR","Johann Olav KOSS","1:54.81"
"1193","1992","Speed Skating","1500m","stříbro","NOR","Adne SONDRAL","1:54.85"
"1194","1992","Speed Skating","1500m","bronz","NED","Leo VISSER","1:54.90"
"1195","1992","Speed Skating","1500m","zlato","GER","Jacqueline BÖRNER","2:05.87"
"1196","1992","Speed Skating","1500m","stříbro","GER","Gunda NIEMANN-STIRNEMANN","2:05.92"
"1197","1992","Speed Skating","1500m","bronz","JPN","Seiko HASHIMOTO","2:06.88"
"1198","1992","Speed Skating","3000m","zlato","GER","Gunda NIEMANN-STIRNEMANN","04:19.90"
"1199","1992","Speed Skating","3000m","stříbro","GER","Heike WARNICKE","04:22.88"
"1200","1992","Speed Skating","3000m","bronz","AUT","Emese HUNYADY","04:24.64"
"1201","1988","Alpine Skiing","Alpine Combined","zlato","AUT","Hubert STROLZ","36.55"
"1202","1988","Alpine Skiing","Alpine Combined","stříbro","AUT","Bernhard GSTREIN","43.45"
"1203","1988","Alpine Skiing","Alpine Combined","bronz","SUI","Paul ACCOLA","48.24"
"1204","1988","Alpine Skiing","Alpine Combined","zlato","AUT","Anita WACHTER","29.25"
"1205","1988","Alpine Skiing","Alpine Combined","stříbro","SUI","Brigitte OERTLI","29.48"
"1206","1988","Alpine Skiing","Alpine Combined","bronz","SUI","Maria WALLISER","51.28"
"1207","1988","Alpine Skiing","Downhill","zlato","SUI","Pirmin ZURBRIGGEN","1:59.63 ."
"1208","1988","Alpine Skiing","Downhill","stříbro","SUI","Peter MÜLLER","2:00.14 ."
"1209","1988","Alpine Skiing","Downhill","bronz","FRA","Franck PICCARD","2:01.24 ."
"1210","1988","Alpine Skiing","Downhill","zlato","FRG","Marina KIEHL","1:25.86"
"1211","1988","Alpine Skiing","Downhill","stříbro","SUI","Brigitte OERTLI","1:26.61"
"1212","1988","Alpine Skiing","Downhill","bronz","CAN","Karen PERCY","1:26.62"
"1213","1988","Alpine Skiing","Slalom","zlato","ITA","Alberto TOMBA","1:39.47 ."
"1214","1988","Alpine Skiing","Slalom","stříbro","FRG","Frank WÖRNDL","1:39.53 ."
"1215","1988","Alpine Skiing","Slalom","bronz","LIE","Paul FROMMELT","1:39.84 ."
"1216","1988","Alpine Skiing","Slalom","zlato","SUI","Vreni SCHNEIDER","1:36.69 ."
"1217","1988","Alpine Skiing","Slalom","stříbro","YUG","Mateja SVET","1:38.37 ."
"1218","1988","Alpine Skiing","Slalom","bronz","FRG","Christa KINSHOFER GUETHLEIN","1:38.40 ."
"1219","1988","Alpine Skiing","Giant Slalom","zlato","ITA","Alberto TOMBA","2:06.37"
"1220","1988","Alpine Skiing","Giant Slalom","stříbro","AUT","Hubert STROLZ","2:07.41"
"1221","1988","Alpine Skiing","Giant Slalom","bronz","SUI","Pirmin ZURBRIGGEN","2:08.39"
"1222","1988","Alpine Skiing","Giant Slalom","zlato","SUI","Vreni SCHNEIDER","2:06.49"
"1223","1988","Alpine Skiing","Giant Slalom","stříbro","FRG","Christa KINSHOFER GUETHLEIN","2:07.42"
"1224","1988","Alpine Skiing","Giant Slalom","bronz","SUI","Maria WALLISER","2:07.72"
"1225","1988","Alpine Skiing","Super-G","zlato","FRA","Franck PICCARD","1:39.66"
"1226","1988","Alpine Skiing","Super-G","stříbro","AUT","Helmut MAYER","1:40.96"
"1227","1988","Alpine Skiing","Super-G","bronz","SWE","Lars-Börje ERIKSSON","1:41.08"
"1228","1988","Alpine Skiing","Super-G","zlato","AUT","Sigrid WOLF","1:19.03"
"1229","1988","Alpine Skiing","Super-G","stříbro","SUI","Michela FIGINI","1:20.03"
"1230","1988","Alpine Skiing","Super-G","bronz","CAN","Karen PERCY","1:20.29"
"1231","1988","Bobsleigh","Two-man","zlato","URS","Vladimir KOSLOV
Yanis KIPURS","3:53.48"
"1232","1988","Bobsleigh","Two-man","stříbro","GDR","Bogdan MUSIOL
Wolfgang HOPPE","3:54.19"
"1233","1988","Bobsleigh","Two-man","bronz","GDR","Bernhard LEHMANN
Mario HOYER","3:54.64"
"1234","1988","Bobsleigh","Four-man","zlato","SUI","Kurt MEIER
Marcel FÄSSLER
Werner STOCKER
Ekkehard FASSER","3:47.51"
"1235","1988","Bobsleigh","Four-man","stříbro","GDR","Dietmar SCHAUERHAMMER
Bogdan MUSIOL
Ingo VOGE
Wolfgang HOPPE","3:47.58"
"1236","1988","Bobsleigh","Four-man","bronz","URS","Juris TONE
Gountis OSSIS
Vladimir KOSLOV
Yanis KIPURS","3:48.26"
"1237","1988","Biathlon","10km","zlato","GDR","Frank-Peter ROETSCH","25:08.1 (1)"
"1238","1988","Biathlon","10km","stříbro","URS","Valery MEDVEDTSEV","25:23.7 (0)"
"1239","1988","Biathlon","10km","bronz","URS","Sergei TCHEPIKOV","25:29.4 (0)"
"1240","1988","Biathlon","20km","zlato","GDR","Frank-Peter ROETSCH","0:56:33.3"
"1241","1988","Biathlon","20km","stříbro","URS","Valery MEDVEDTSEV","0:56:54.6"
"1242","1988","Biathlon","20km","bronz","ITA","Johann PASSLER","0:57:10.1"
"1243","1988","Biathlon","4x7.5km Relay","zlato","URS","Sergei TCHEPIKOV
Valery MEDVEDTSEV
Dmitri VASSILIEV
Aleksandr POPOV","1:22:30.0"
"1244","1988","Biathlon","4x7.5km Relay","stříbro","FRG","Ernst REITER
Fritz FISCHER
Stefan HÖCK
Peter ANGERER","1:23:37.4"
"1245","1988","Biathlon","4x7.5km Relay","bronz","ITA","Werner KIEM
Gottlieb TASCHLER
Johann PASSLER
Andreas ZINGERLE","1:23:51.5"
"1246","1988","Cross Country Skiing","5km","zlato","FIN","Marjo MATIKAINEN","15:04.0"
"1247","1988","Cross Country Skiing","5km","stříbro","URS","Tamara TIKHONOVA","15:05.3"
"1248","1988","Cross Country Skiing","5km","bronz","URS","Vida VENCIENE","15:11.1"
"1249","1988","Cross Country Skiing","10km","zlato","URS","Vida VENCIENE","30:08.3"
"1250","1988","Cross Country Skiing","10km","stříbro","URS","Raisa SMETANINA","30:17.0"
"1251","1988","Cross Country Skiing","10km","bronz","FIN","Marjo MATIKAINEN","30:20.5"
"1252","1988","Cross Country Skiing","15km","zlato","URS","Mikhail DEVYATYAROV","0:41:18.9"
"1253","1988","Cross Country Skiing","15km","stříbro","NOR","Paal Gunnar MIKKELSPLASS","0:41:33.4"
"1254","1988","Cross Country Skiing","15km","bronz","URS","Vladimir SMIRNOV","0:41:48.5"
"1255","1988","Cross Country Skiing","20km","zlato","URS","Tamara TIKHONOVA","0:55:53.6"
"1256","1988","Cross Country Skiing","20km","stříbro","URS","Anfisa REZTSOVA","0:56:12.8"
"1257","1988","Cross Country Skiing","20km","bronz","URS","Raisa SMETANINA","0:57:22.1"
"1258","1988","Cross Country Skiing","50km","zlato","SWE","Gunde Anders SVAN","2:04:30.9"
"1259","1988","Cross Country Skiing","50km","stříbro","ITA","Maurilio DE ZOLT","2:05:36.4"
"1260","1988","Cross Country Skiing","50km","bronz","SUI","Andi GRÜNENFELDER","2:06:01.9"
"1261","1988","Cross Country Skiing","4x5km Relay","zlato","URS","Nina GAVRILJUK
Anfisa REZTSOVA
Tamara TIKHONOVA
Svetlana NAGEIKINA","0:59:51.1"
"1262","1988","Cross Country Skiing","4x5km Relay","stříbro","NOR","Anne JAHREN
Marianne DAHLMO
Trude DYBENDAHL HARTZ
Marit MIKKELSPLASS","1:01:33.0"
"1263","1988","Cross Country Skiing","4x5km Relay","bronz","FIN","Marjo MATIKAINEN
Pirkko MÄÄTTÄ
Marja-Liisa KIRVESNIEMI
Jaana SAVOLAINEN","1:01:53.8"
"1264","1988","Cross Country Skiing","4x10km Relay","zlato","SWE","Gunde Anders SVAN
Torgny MOGREN
Jan OTTOSSON
Thomas WASSBERG","1:43:58.6"
"1265","1988","Cross Country Skiing","4x10km Relay","stříbro","URS","Mikhail DEVYATYAROV
Vladimir SMIRNOV
Vladimir SAKHNOV
Alexei PROKOUROROV","1:44:11.3"
"1266","1988","Cross Country Skiing","4x10km Relay","bronz","TCH","Pavel BENC
Ladislav SVANDA
Vaclav KORUNKA
Radim NYC","1:45:22.7"
"1267","1988","Cross Country Skiing","30km Mass Start","zlato","URS","Alexei PROKOUROROV","1:24:26.3"
"1268","1988","Cross Country Skiing","30km Mass Start","stříbro","URS","Vladimir SMIRNOV","1:24:35.1"
"1269","1988","Cross Country Skiing","30km Mass Start","bronz","NOR","Vegard ULVANG","1:25:11.6"
"1270","1988","Figure Skating","Individual","zlato","USA","Brian BOITANO",""
"1271","1988","Figure Skating","Individual","stříbro","CAN","Brian ORSER",""
"1272","1988","Figure Skating","Individual","bronz","URS","Viktor PETRENKO",""
"1273","1988","Figure Skating","Individual","zlato","GDR","Katarina WITT","4.2"
"1274","1988","Figure Skating","Individual","stříbro","CAN","Elizabeth MANLEY",""
"1275","1988","Figure Skating","Individual","bronz","USA","Debra THOMAS",""
"1276","1988","Figure Skating","Pairs","zlato","URS","Sergey GRINKOV
Yekaterina GORDEYEVA",""
"1277","1988","Figure Skating","Pairs","stříbro","URS","Oleg VASILYEV
Yelena VALOVA",""
"1278","1988","Figure Skating","Pairs","bronz","USA","Peter OPPEGARD
Jill WATSON",""
"1279","1988","Figure Skating","Ice Dancing","zlato","URS","Andrey BUKIN
Natalya BESTEMYANOVA",""
"1280","1988","Figure Skating","Ice Dancing","stříbro","URS","Marina KLIMOVA
Sergey PONOMARENKO",""
"1281","1988","Figure Skating","Ice Dancing","bronz","CAN","Tracy WILSON
Robert MCCALL",""
"1282","1988","Ice Hockey","Ice Hockey","zlato","URS","Valeri KAMENSKY
Vitali SAMOYLOV
Aleksandr TCHERNICH
Sergei STARIKOV
Sergei MAKAROV
Andrei KOMUTOV
Andrei LOMAKIN
Viacheslav BYKOV
Sergei MYLNIKOV
Vladimir KRUTOV
Ilja BIAKIN
Aleksandr MOGILNY
Aleksei GOUSSAROV
Anatoli SEMJONOV
Viacheslav FETISOV
Sergei SVETLOV
Igor LARIONOV
Aleksandr KOZHERNIKOV
Igor KRAVCHUK
Sergei JASJIN
Aleksei KASATONOV
Igor STELNOV","25:07 (08)"
"1283","1988","Ice Hockey","Ice Hockey","stříbro","FIN","Pekka TUOMISTO
Reijo MIKKOLAINEN
Timo BLOMQVIST
Esa KESKINEN
Kari LAITINEN
Jari TORKKI
Jukka TAMMI
Jukka VIRTANEN
Kari ELORANTA
Timo SAARINEN
Raimo HELMINEN
Erkki LAINE
Teppo NUMMINEN
Jiro JÄRVI
Arto RUOTANEN
Reijo RUOTSALAINEN
Janne OJANEN
Erkki LEHTONEN
Timo SUSI
Jyrki LUMME
Jarmo MYLLYS
Kari SMIKKANEN","18:10 (07)"
"1284","1988","Ice Hockey","Ice Hockey","bronz","SWE","Mikael ANDERSSON
Mats KIHLSTRÖM
Lars-Gunnar PETTERSSON
Lars MOLIN
Thomas EKLUND
Thomas ERIKSSON
Jens ÖHLING
Ulf SANDSTRÖM
Bo BERGLUND
Mikael JOHANSSON
Thomas RUNDQVIST
Karl Haakan SÖDERGREN
Jonas BERGKVIST
Peter AASLIN
Anders ELDEBRINK
Lars KARLSSON
Peter ERIKSSON
Lars IVARSSON
Tommy SAMUELSSON
Peter I ANDERSSON
Peter Michael HJÄLM
Peter LINDMARK","15:16 (06)"
"1285","1988","Luge","Singles","zlato","GDR","Jens MUELLER","3:05.548"
"1286","1988","Luge","Singles","stříbro","FRG","Georg HACKL","3:05.916"
"1287","1988","Luge","Singles","bronz","URS","Yury KHARCHENKO","3:06.274"
"1288","1988","Luge","Singles","zlato","GDR","Steffi WALTER","3:03.973"
"1289","1988","Luge","Singles","stříbro","GDR","Ute OBERHOFFNER","3:04.105"
"1290","1988","Luge","Singles","bronz","GDR","Cerstin SCHMIDT","3:04.181"
"1291","1988","Luge","Doubles","zlato","GDR","Jochen PIETZSCH
Jörg HOFFMANN","1:31.940"
"1292","1988","Luge","Doubles","stříbro","GDR","Jan BEHRENDT
Stefan KRAUSSE","1:32.039"
"1293","1988","Luge","Doubles","bronz","FRG","Thomas SCHWAB
Wolfgang STAUDINGER","1:32.274"
"1294","1988","Nordic Combined","Individual","zlato","SUI","Hippolyt KEMPF",""
"1295","1988","Nordic Combined","Individual","stříbro","AUT","Klaus SULZENBACHER",""
"1296","1988","Nordic Combined","Individual","bronz","URS","Allar LEVANDI",""
"1297","1988","Nordic Combined","Team","zlato","FRG","Hans-Peter POHL
Hubert SCHWARZ
Thomas MÜLLER","(629.8 / 1:20:46.0)"
