"","rok","sport","disciplina","medaile","stat","jmena","vysledek"
"247","2006","Alpine Skiing","Slalom","zlato","AUT","Benjamin RAICH","1:43.14"
"248","2006","Alpine Skiing","Slalom","stříbro","AUT","Reinfried HERBST","1:43.97"
"249","2006","Alpine Skiing","Slalom","bronz","AUT","Rainer SCHOENFELDER","1:44.15"
"250","2006","Alpine Skiing","Slalom","zlato","SWE","Anja PAERSON","1:29.04"
"251","2006","Alpine Skiing","Slalom","stříbro","AUT","Nicole HOSP","1:29.33"
"252","2006","Alpine Skiing","Slalom","bronz","AUT","Marlies SCHILD","1:29.79"
"253","2006","Alpine Skiing","Giant Slalom","zlato","AUT","Benjamin RAICH","2:35.00"
"254","2006","Alpine Skiing","Giant Slalom","stříbro","FRA","Joel CHENAL","2:35.07"
"255","2006","Alpine Skiing","Giant Slalom","bronz","AUT","Hermann MAIER","2:35.16"
"256","2006","Alpine Skiing","Giant Slalom","zlato","USA","Julia MANCUSO","2:09.19"
"257","2006","Alpine Skiing","Giant Slalom","stříbro","FIN","Tanja POUTIAINEN","2:09.86"
"258","2006","Alpine Skiing","Giant Slalom","bronz","SWE","Anna OTTOSSON","2:10.33"
"259","2006","Alpine Skiing","Super-G","zlato","NOR","Kjetil Andre AAMODT","1:30.65"
"260","2006","Alpine Skiing","Super-G","stříbro","AUT","Hermann MAIER","1:30.78"
"261","2006","Alpine Skiing","Super-G","bronz","SUI","Ambrosi HOFFMANN","1:30.98"
"262","2006","Alpine Skiing","Super-G","zlato","AUT","Michaela DORFMEISTER","1:32.47"
"263","2006","Alpine Skiing","Super-G","stříbro","CRO","Janica KOSTELIC","1:32.74"
"264","2006","Alpine Skiing","Super-G","bronz","AUT","Alexandra MEISSNITZER","1:33.06"
"265","2006","Alpine Skiing","Alpine Combined","zlato","USA","Ted LIGETY","3:09.35"
"266","2006","Alpine Skiing","Alpine Combined","stříbro","CRO","Ivica KOSTELIC","3:09.88"
"267","2006","Alpine Skiing","Alpine Combined","bronz","AUT","Rainer SCHOENFELDER","3:10.67"
"268","2006","Alpine Skiing","Alpine Combined","zlato","CRO","Janica KOSTELIC","2:51.08"
"269","2006","Alpine Skiing","Alpine Combined","stříbro","AUT","Marlies SCHILD","2:51.58"
"270","2006","Alpine Skiing","Alpine Combined","bronz","SWE","Anja PAERSON","2:51.63"
"271","2006","Bobsleigh","Two-man","zlato","GER","Kevin KUSKE
Andre LANGE","3:43.38"
"272","2006","Bobsleigh","Two-man","stříbro","CAN","Lascelles BROWN
Pierre LUEDERS","3:43.59"
"273","2006","Bobsleigh","Two-man","bronz","SUI","Martin ANNEN
Beat HEFTI","3:43.73"
"274","2006","Bobsleigh","Two-woman","zlato","GER","Sandra PROKOFF
Anja SCHNEIDERHEINZE","3:49.98"
"275","2006","Bobsleigh","Two-woman","stříbro","USA","Shauna ROHBOCK
Valerie FLEMING","3:50.69"
"276","2006","Bobsleigh","Two-woman","bronz","ITA","Gerda WEISSENSTEINER
Jennifer ISACCO","3:51.01"
"277","2006","Bobsleigh","Four-man","zlato","GER","Rene HOPPE
Martin PUTZE
Kevin KUSKE
Andre LANGE","3:40.42"
"278","2006","Bobsleigh","Four-man","stříbro","RUS","Filipp EGOROV
Alexey VOEVODA
Alexei SELIVERSTOV
Alexandre ZOUBKOV","3:40.55"
"279","2006","Bobsleigh","Four-man","bronz","SUI","Martin ANNEN
Thomas LAMPARTER
Beat HEFTI
Cedric GRAND","3:40.83"
"280","2006","Biathlon","7.5km","zlato","FRA","Florence BAVEREL-ROBERT","22:31.4"
"281","2006","Biathlon","7.5km","stříbro","SWE","Anna Carin OLOFSSON","22:33.8"
"282","2006","Biathlon","7.5km","bronz","UKR","Lilia EFREMOVA","22:38.0"
"283","2006","Biathlon","10km","zlato","GER","Sven FISCHER","26:11.6"
"284","2006","Biathlon","10km","stříbro","NOR","Halvard HANEVOLD","26:19.8"
"285","2006","Biathlon","10km","bronz","NOR","Frode ANDRESEN","26:31.3"
"286","2006","Biathlon","15km","zlato","RUS","Svetlana ISHMOURATOVA","49:24.1"
"287","2006","Biathlon","15km","stříbro","GER","Martina GLAGOW","50:34.9"
"288","2006","Biathlon","15km","bronz","RUS","Albina AKHATOVA","50:55.0"
"289","2006","Biathlon","20km","zlato","GER","Michael GREIS","54:23.0"
"290","2006","Biathlon","20km","stříbro","NOR","Ole Einar BJOERNDALEN","54:39.0"
"291","2006","Biathlon","20km","bronz","NOR","Halvard HANEVOLD","55:31.9"
"292","2006","Biathlon","4x6km Relay","zlato","RUS","Anna BOGALIY
Albina AKHATOVA
Olga ZAITSEVA
Svetlana ISHMOURATOVA","1h16:12.5"
"293","2006","Biathlon","4x6km Relay","stříbro","GER","Kati WILHELM
Andrea HENKEL
Katrin APEL
Martina GLAGOW","1h17:03.2"
"294","2006","Biathlon","4x6km Relay","bronz","FRA","Sandrine BAILLY
Delphyne PERETTO
Florence BAVEREL-ROBERT
Sylvie BECAERT","1h18:38.7"
"295","2006","Biathlon","4x7.5km Relay","zlato","GER","Michael GREIS
Ricco GROSS
Sven FISCHER
Michael ROESCH","1h21:51.5"
"296","2006","Biathlon","4x7.5km Relay","stříbro","RUS","Sergei TCHEPIKOV
Ivan TCHEREZOV
Pavel ROSTOVTSEV
Nikolay KRUGLOV","1h22:12.4"
"297","2006","Biathlon","4x7.5km Relay","bronz","FRA","Julien ROBERT
Vincent DEFRASNE
Ferreol CANNARD
Raphael POIREE","1h22:35.1"
"298","2006","Biathlon","10km Pursuit","zlato","GER","Kati WILHELM","36:43.6"
"299","2006","Biathlon","10km Pursuit","stříbro","GER","Martina GLAGOW","37:57.2"
"300","2006","Biathlon","10km Pursuit","bronz","RUS","Albina AKHATOVA","38:05.0"
"301","2006","Biathlon","12.5km Pursuit","zlato","FRA","Vincent DEFRASNE","35:20.2"
"302","2006","Biathlon","12.5km Pursuit","stříbro","NOR","Ole Einar BJOERNDALEN","35:22.9"
"303","2006","Biathlon","12.5km Pursuit","bronz","GER","Sven FISCHER","35:35.8"
"304","2006","Biathlon","12,5km Mass Start","zlato","SWE","Anna Carin OLOFSSON","40:36.5"
"305","2006","Biathlon","12,5km Mass Start","stříbro","GER","Kati WILHELM","40:55.3"
"306","2006","Biathlon","12,5km Mass Start","bronz","GER","Uschi DISL","41:18.4"
"307","2006","Biathlon","15km Mass Start","zlato","GER","Michael GREIS","47:20.0"
"308","2006","Biathlon","15km Mass Start","stříbro","POL","Tomasz SIKORA","47:26.3"
"309","2006","Biathlon","15km Mass Start","bronz","NOR","Ole Einar BJOERNDALEN","47:32.3"
"310","2006","Cross Country Skiing","10km","zlato","EST","Kristina SMIGUN-VAEHI","27:51.4"
"311","2006","Cross Country Skiing","10km","stříbro","NOR","Marit BJORGEN","28:12.7"
"312","2006","Cross Country Skiing","10km","bronz","NOR","Hilde G PEDERSEN","28:14.0"
"313","2006","Cross Country Skiing","15km","zlato","EST","Andrus VEERPALU","38:01.3"
"314","2006","Cross Country Skiing","15km","stříbro","CZE","Lukas BAUER","38:15.8"
"315","2006","Cross Country Skiing","15km","bronz","GER","Tobias ANGERER","38:20.5"
"316","2006","Cross Country Skiing","4x5km Relay","zlato","RUS","Evgenia MEDVEDEVA-ABRUZOVA
Julija TCHEPALOVA
Larisa KURKINA
Natalia BARANOVA-MASOLKINA","54:47.7"
"317","2006","Cross Country Skiing","4x5km Relay","stříbro","GER","Stefanie BOEHLER
Evi SACHENBACHER STEHLE
Claudia KUENZEL
Viola BAUER","54:57.7"
"318","2006","Cross Country Skiing","4x5km Relay","bronz","ITA","Antonella CONFORTOLA
Sabina VALBUSA
Gabriella PARUZZI
Arianna FOLLIS","54:58.7"
"319","2006","Cross Country Skiing","4x10km Relay","zlato","ITA","Pietro PILLER COTTRER
Cristian ZORZI
Giorgio DI CENTA
Fulvio VALBUSA","1h43:45.7"
"320","2006","Cross Country Skiing","4x10km Relay","stříbro","GER","Tobias ANGERER
Jens FILBRICH
Rene SOMMERFELDT
Andreas SCHLUETTER","1h44:01.4"
"321","2006","Cross Country Skiing","4x10km Relay","bronz","SWE","Anders SOEDERGREN
Mathias FREDRIKSSON
Mats LARSSON
Johan OLSSON","1h44:01.7"
"322","2006","Cross Country Skiing","Sprint 1,5km","zlato","SWE","Bjoern LIND",""
"323","2006","Cross Country Skiing","Sprint 1,5km","stříbro","FRA","Roddy DARRAGON",""
"324","2006","Cross Country Skiing","Sprint 1,5km","bronz","SWE","Thobias FREDRIKSSON",""
"325","2006","Cross Country Skiing","Sprint 1.5km","zlato","CAN","Chandra CRAWFORD",""
"326","2006","Cross Country Skiing","Sprint 1.5km","stříbro","GER","Claudia KUENZEL",""
"327","2006","Cross Country Skiing","Sprint 1.5km","bronz","RUS","Alena SIDKO",""
"328","2006","Cross Country Skiing","Team Sprint","zlato","SWE","Bjoern LIND
Thobias FREDRIKSSON","17:02.9"
"329","2006","Cross Country Skiing","Team Sprint","stříbro","NOR","Tor Arne HETLAND
Jens Arne SVARTEDAL","17:03.5"
"330","2006","Cross Country Skiing","Team Sprint","bronz","RUS","Ivan ALYPOV
Vassili ROTCHEV","17:05.2"
"331","2006","Cross Country Skiing","Team Sprint","zlato","SWE","Anna DAHLBERG
Lina ANDERSSON","16:36.9"
"332","2006","Cross Country Skiing","Team Sprint","stříbro","CAN","Beckie SCOTT
Sara RENNER","16:37.5"
"333","2006","Cross Country Skiing","Team Sprint","bronz","FIN","Virpi KUITUNEN
Aino Kaisa SAARINEN","16:39.2"
"334","2006","Cross Country Skiing","30km","zlato","CZE","Katerina NEUMANNOVA","1h22:25.4"
"335","2006","Cross Country Skiing","30km","stříbro","RUS","Julija TCHEPALOVA","1h22:26.8"
"336","2006","Cross Country Skiing","30km","bronz","POL","Justyna KOWALCZYK","1h22:27.5"
"337","2006","Cross Country Skiing","50km","zlato","ITA","Giorgio DI CENTA","2h06:11.8"
"338","2006","Cross Country Skiing","50km","stříbro","RUS","Eugeni DEMENTIEV","2h06:12.6"
"339","2006","Cross Country Skiing","50km","bronz","AUT","Mikhail BOTWINOV","2h06:12.7"
"340","2006","Cross Country Skiing","Combined 7.5 + 7.5km Mass Star","zlato","EST","Kristina SMIGUN-VAEHI","42:48.7"
"341","2006","Cross Country Skiing","Combined 7.5 + 7.5km Mass Star","stříbro","CZE","Katerina NEUMANNOVA","42:50.6"
"342","2006","Cross Country Skiing","Combined 7.5 + 7.5km Mass Star","bronz","RUS","Evgenia MEDVEDEVA-ABRUZOVA","43:03.2"
"343","2006","Cross Country Skiing","Combined 15 + 15km Mass Start","zlato","RUS","Eugeni DEMENTIEV","1h17:00.8"
"344","2006","Cross Country Skiing","Combined 15 + 15km Mass Start","stříbro","NOR","Frode ESTIL","1h17:01.4"
"345","2006","Cross Country Skiing","Combined 15 + 15km Mass Start","bronz","ITA","Pietro PILLER COTTRER","1h17:01.7"
"346","2006","Curling","Curling","zlato","CAN","Brad GUSHUE
Jamie KORAB
Russ HOWARD
Mike ADAM
Mark NICHOLS",""
"347","2006","Curling","Curling","stříbro","FIN","Jani SULLANMAA
Teemu SALO
Kalle KIISKINEN
Markku UUSIPAAVALNIEMI
Wille MAKELA",""
"348","2006","Curling","Curling","bronz","USA","John SHUSTER
Pete FENSON
Joe POLO
Scott BAIRD
Shawn ROJESKI",""
"349","2006","Curling","Curling","zlato","SWE","Ulrika BERGMAN
Anette NORBERG
Anna SVAERD
Eva LUND
Cathrine LINDAHL",""
"350","2006","Curling","Curling","stříbro","SUI","Binia BEELI
Mirjam OTT
Valeria SPAELTY
Michele MOSER
Manuela KORMANN",""
"351","2006","Curling","Curling","bronz","CAN","Shannon KLEIBRINK
Sandra JENKINS
Christine KESHEN
Amy NIXON
Glenys BAKKER",""
"352","2006","Freestyle Skiing","Moguls","zlato","AUS","Dale BEGG-SMITH","26.77"
"353","2006","Freestyle Skiing","Moguls","stříbro","FIN","Mikko RONKAINEN","26.62"
"354","2006","Freestyle Skiing","Moguls","bronz","USA","Toby DAWSON","26.30"
"355","2006","Freestyle Skiing","Moguls","zlato","CAN","Jennifer HEIL","26.50"
"356","2006","Freestyle Skiing","Moguls","stříbro","NOR","Kari TRAA","25.65"
"357","2006","Freestyle Skiing","Moguls","bronz","FRA","Sandra LAOURA","25.37"
"358","2006","Freestyle Skiing","Aerials","zlato","CHN","Xiaopeng HAN","250.77"
"359","2006","Freestyle Skiing","Aerials","stříbro","BLR","Dmitri DASHINSKI","248.68"
"360","2006","Freestyle Skiing","Aerials","bronz","RUS","Vladimir LEBEDEV","246.76"
"361","2006","Freestyle Skiing","Aerials","zlato","SUI","Evelyne LEU","202.55"
"362","2006","Freestyle Skiing","Aerials","stříbro","CHN","Nina LI","197.39"
"363","2006","Freestyle Skiing","Aerials","bronz","AUS","Alisa CAMPLIN","191.39"
"364","2006","Figure Skating","Individual","zlato","RUS","Evgeni PLUSHENKO","258.33"
"365","2006","Figure Skating","Individual","stříbro","SUI","Stephane LAMBIEL","231.21"
"366","2006","Figure Skating","Individual","bronz","CAN","Jeffrey BUTTLE","227.59"
"367","2006","Figure Skating","Individual","zlato","JPN","Shizuka ARAKAWA","191.34"
"368","2006","Figure Skating","Individual","stříbro","USA","Sasha COHEN","183.36"
"369","2006","Figure Skating","Individual","bronz","RUS","Irina SLUTSKAYA","181.44"
"370","2006","Figure Skating","Pairs","zlato","RUS","Tatiana TOTMIANINA
Maxim MARININ","204.48"
"371","2006","Figure Skating","Pairs","stříbro","CHN","Dan ZHANG
Hao ZHANG","189.73"
"372","2006","Figure Skating","Pairs","bronz","CHN","Xue SHEN
Hongbo ZHAO","186.91"
"373","2006","Figure Skating","Ice Dancing","zlato","RUS","Tatiana NAVKA
Roman KOSTOMAROV","200.64"
"374","2006","Figure Skating","Ice Dancing","stříbro","USA","Tanith BELBIN
Benjamin AGOSTO","196.06"
"375","2006","Figure Skating","Ice Dancing","bronz","UKR","Ruslan GONCHAROV
Elena GRUSHINA","195.85"
"376","2006","Ice Hockey","Ice Hockey","zlato","SWE","Fredrik MODIN
Samuel PAHLSSON
Christian BACKMAN
Daniel SEDIN
Kenny JONSSON
Mats SUNDIN
Mika HANNULA
Daniel TJARNQVIST
Niklas KRONWALL
Mikael SAMUELSSON
Peter FORSBERG
Per Johan AXELSSON
Daniel ALFREDSSON
Ronnie SUNDIN
Henrik ZETTERBERG
Tomas HOLMSTROM
Niclas HAVELID
Stefan LIV
Mattias OHLUND
Nicklas LIDSTROM
Henrik LUNDQVIST
Mikael TELLQVIST
Henrik SEDIN
Jorgen JONSSON",""
"377","2006","Ice Hockey","Ice Hockey","stříbro","FIN","Jukka HENTUNEN
Aki-Petteri BERG
Teemu SELANNE
Toni LYDMAN
Niko KAPANEN
Ville PELTONEN
Kimmo TIMONEN
Jarkko RUUTU
Antti LAAKSONEN
Ville NIEMINEN
Fredrik NORRENA
Niklas HAGMAN
Antero NIITTYMAKI
Teppo NUMMINEN
Antti-Jussi NIEMI
Lasse KUKKONEN
Sami SALO
Mikko KOIVU
Jussi JOKINEN
Petteri NUMMELIN
Saku KOIVU
Niklas BACKSTROM
Jere LEHTINEN
Olli JOKINEN",""
"378","2006","Ice Hockey","Ice Hockey","bronz","CZE","Rostislav OLESZ
Martin RUCINSKY
Martin STRAKA
Robert LANG
Tomas KABERLE
Jaroslav SPACEK
Vaclav PROSPAL
Marek ZIDLICKY
Ales HEMSKY
Jan BULIS
Jaromir JAGR
Petr CAJANEK
Patrik ELIAS
Pavel KUBINA
David VYBORNY
Dusan SALFICKY
Milan HEJDUK
Filip KUBA
Milan HNILICKA
Ales KOTALIK
Marek MALIK
Dominik HASEK
Tomas VOKOUN
Frantisek KABERLE
Martin ERAT",""
"379","2006","Ice Hockey","Ice Hockey","zlato","CAN","Vicky SUNOHARA
Colleen SOSTORICS
Jennifer BOTTERILL
Gillian FERRARI
Hayley WICKENHEISER
Danielle GOYETTE
Katie WEATHERSTON
Carla MACLEOD
Jayna HEFFORD
Charline LABONTE
Cheryl POUNDER
Cherie PIPER
Becky KELLAR
Gina KINGSBURY
Gillian APPS
Cassie CAMPBELL
Sarah VAILLANCOURT
Caroline OUELLETTE
Meghan AGOSTA",""
"380","2006","Ice Hockey","Ice Hockey","stříbro","SWE","Therese SJOLANDER
Frida NEVALAINEN
Joa ELFSBERG
Kristina LUNDBERG
Pernilla WINBERG
Kim MARTIN
Anna VIKMAN
Gunilla ANDERSSON
Maria ROOTH
Jenni ASSERHOLT
Cecilia ANDERSSON
Emilie O KONOR
Ylva LINDBERG
Danijela RUNDQVIST
Erika HOLST
Katarina TIMGLAS
Ann-Louise EDSTRAND
Nanna JANSSON
Jenny LINDQVIST
Emma ELIASSON",""
"381","2006","Ice Hockey","Ice Hockey","bronz","USA","Helen RESOR
Kathleen KAUTH
Krissy WENDELL
Molly ENGSTROM
Lyndsay WALL
Julie CHU
Kim INSALACO
Caitlin CAHOW
Angela RUGGIERO
Katie KING
Kelly STEPHENS
Jamie HAGERMAN
Pam DREYER
Chanda GUNN
Sarah PARSONS
Kristin KING
Jenny POTTER
Natalie DARWITZ
Tricia DUNN-LUOMA
Courtney KENNEDY",""
"382","2006","Luge","Singles","zlato","ITA","Armin ZOEGGELER","3:26.088"
"383","2006","Luge","Singles","stříbro","RUS","Albert DEMTSCHENKO","3:26.198"
"384","2006","Luge","Singles","bronz","LAT","Martins RUBENIS","3:26.445"
"385","2006","Luge","Singles","zlato","GER","Sylke OTTO","3:07.979"
"386","2006","Luge","Singles","stříbro","GER","Silke KRAUSHAAR","3:08.115"
"387","2006","Luge","Singles","bronz","GER","Tatjana HUEFNER","3:08.460"
"388","2006","Luge","Doubles","zlato","AUT","Wolfgang LINGER
Andreas LINGER","1:34.497"
"389","2006","Luge","Doubles","stříbro","GER","Torsten WUSTLICH
Andre FLORSCHUETZ","1:34.807"
"390","2006","Luge","Doubles","bronz","ITA","Oswald HASELRIEDER
Gerhard PLANKENSTEINER","1:34.930"
"391","2006","Nordic Combined","Individual","zlato","GER","Georg HETTICH","39:44.6"
"392","2006","Nordic Combined","Individual","stříbro","AUT","Felix GOTTWALD","39:54.4"
"393","2006","Nordic Combined","Individual","bronz","NOR","Magnus-H. MOAN","40:00.8"
"394","2006","Nordic Combined","Individual Sprint","zlato","AUT","Felix GOTTWALD","18:29.0"
"395","2006","Nordic Combined","Individual Sprint","stříbro","NOR","Magnus-H. MOAN","18:34.4"
"396","2006","Nordic Combined","Individual Sprint","bronz","GER","Georg HETTICH","18:38.6"
"397","2006","Nordic Combined","Team","zlato","AUT","Felix GOTTWALD
Christoph BIELER
Mario STECHER
Michael GRUBER","49:52.6"
"398","2006","Nordic Combined","Team","stříbro","GER","Bjoern KIRCHEISEN
Jens GAISER
Georg HETTICH
Ronny ACKERMANN","50:07.9"
"399","2006","Nordic Combined","Team","bronz","FIN","Hannu MANNINEN
Jaakko TALLUS
Antti KUISMA
Anssi KOIVURANTA","50:19.4"
"400","2006","Snowboard","Half-pipe","zlato","USA","Shaun WHITE","46.8"
"401","2006","Snowboard","Half-pipe","stříbro","USA","Daniel KASS","44.0"
"402","2006","Snowboard","Half-pipe","bronz","FIN","Markku KOSKI","41.5"
"403","2006","Snowboard","Half-pipe","zlato","USA","Hannah TETER","46.4"
"404","2006","Snowboard","Half-pipe","stříbro","USA","Gretchen BLEILER","43.4"
"405","2006","Snowboard","Half-pipe","bronz","NOR","Kjersti BUAAS","42.0"
"406","2006","Snowboard","Giant Parallel Slalom","zlato","SUI","Philipp SCHOCH",""
"407","2006","Snowboard","Giant Parallel Slalom","stříbro","SUI","Simon SCHOCH",""
"408","2006","Snowboard","Giant Parallel Slalom","bronz","AUT","Siegfried GRABNER",""
"409","2006","Snowboard","Giant Parallel Slalom","zlato","SUI","Daniela MEULI",""
"410","2006","Snowboard","Giant Parallel Slalom","stříbro","GER","Amelie KOBER",""
"411","2006","Snowboard","Giant Parallel Slalom","bronz","USA","Rosey FLETCHER",""
"412","2006","Snowboard","Snowboard Cross","zlato","USA","Seth WESCOTT",""
"413","2006","Snowboard","Snowboard Cross","stříbro","SVK","Radoslav ZIDEK",""
"414","2006","Snowboard","Snowboard Cross","bronz","FRA","Paul-Henri DELERUE",""
"415","2006","Snowboard","Snowboard Cross","zlato","SUI","Tanja FRIEDEN",""
"416","2006","Snowboard","Snowboard Cross","stříbro","USA","Lindsey JACOBELLIS",""
"417","2006","Snowboard","Snowboard Cross","bronz","CAN","Dominique MALTAIS",""
"418","2006","Ski Jumping","K90 Individual (70m)","zlato","NOR","Lars BYSTOEL","266.5"
"419","2006","Ski Jumping","K90 Individual (70m)","stříbro","FIN","Matti HAUTAMAEKI","265.5"
"420","2006","Ski Jumping","K90 Individual (70m)","bronz","NOR","Roar LJOEKELSOEY","264.5"
"421","2006","Ski Jumping","K120 Individual (90m)","zlato","AUT","Thomas MORGENSTERN","276.9"
"422","2006","Ski Jumping","K120 Individual (90m)","stříbro","AUT","Andreas KOFLER","276.8"
"423","2006","Ski Jumping","K120 Individual (90m)","bronz","NOR","Lars BYSTOEL","250.7"
"424","2006","Ski Jumping","K120 Team (90m)","zlato","AUT","Martin KOCH
Andreas KOFLER
Andreas WIDHOELZL
Thomas MORGENSTERN","984.0"
"425","2006","Ski Jumping","K120 Team (90m)","stříbro","FIN","Tami KIURU
Janne HAPPONEN
Matti HAUTAMAEKI
Janne AHONEN","976.6"
"426","2006","Ski Jumping","K120 Team (90m)","bronz","NOR","Tommy INGEBRIGTSEN
Lars BYSTOEL
Roar LJOEKELSOEY
Bjoern Einar ROMOEREN","950.1"
"427","2006","Skeleton","Individual","zlato","CAN","Duff GIBSON","1:55.88"
"428","2006","Skeleton","Individual","stříbro","CAN","Jeff PAIN","1:56.14"
"429","2006","Skeleton","Individual","bronz","SUI","Gregor STAEHLI","1:56.80"
"430","2006","Skeleton","Individual","zlato","SUI","Maya PEDERSEN","1:59.83"
"431","2006","Skeleton","Individual","stříbro","GBR","Shelley RUDMAN","2:01.06"
"432","2006","Skeleton","Individual","bronz","CAN","Mellisa HOLLINGSWORTH-RICHARDS","2:01.41"
"433","2006","Speed Skating","1000m","zlato","USA","Shani DAVIS","1:08.89"
"434","2006","Speed Skating","1000m","stříbro","USA","Joey CHEEK","1:09.16"
"435","2006","Speed Skating","1000m","bronz","NED","Erben WENNEMARS","1:09.32"
"436","2006","Speed Skating","1000m","zlato","NED","Marianne TIMMER","1:16.05"
"437","2006","Speed Skating","1000m","stříbro","CAN","Cindy KLASSEN","1:16.09"
"438","2006","Speed Skating","1000m","bronz","GER","Anni FRIESINGER","1:16.11"
"439","2006","Speed Skating","1500m","zlato","ITA","Enrico FABRIS","1:45.97"
"440","2006","Speed Skating","1500m","stříbro","USA","Shani DAVIS","1:46.13"
"441","2006","Speed Skating","1500m","bronz","USA","Chad HEDRICK","1:46.22"
"442","2006","Speed Skating","1500m","zlato","CAN","Cindy KLASSEN","1:55.27"
"443","2006","Speed Skating","1500m","stříbro","CAN","Kristina GROVES","1:56.74"
"444","2006","Speed Skating","1500m","bronz","NED","Ireen WUST","1:56.90"
"445","2006","Speed Skating","3000m","zlato","NED","Ireen WUST","4:02.43"
"446","2006","Speed Skating","3000m","stříbro","NED","Renate GROENEWOLD","4:03.48"
"447","2006","Speed Skating","3000m","bronz","CAN","Cindy KLASSEN","4:04.37"
"448","2006","Speed Skating","5000m","zlato","USA","Chad HEDRICK","6:14.68"
"449","2006","Speed Skating","5000m","stříbro","NED","Sven KRAMER","6:16.40"
"450","2006","Speed Skating","5000m","bronz","ITA","Enrico FABRIS","6:18.25"
"451","2006","Speed Skating","5000m","zlato","CAN","Clara HUGHES","6:59.07"
"452","2006","Speed Skating","5000m","stříbro","GER","Claudia PECHSTEIN","7:00.08"
"453","2006","Speed Skating","5000m","bronz","CAN","Cindy KLASSEN","7:00.57"
"454","2006","Speed Skating","10000m","zlato","NED","Bob DE JONG","13:01.57"
